Classificação (FioCruz),Sentença,Resposta
,O que é o “período de incubação”?,"Período de incubação consiste no intervalo entre a data decontato com o vírus até o início dos sintomas. No caso do COVID-19, já se sabeque o vírus pode ficar incubado por até duas semanas (14 dias), quando ossintomas aparecem desde a infecção."
,Como ocorre a transmissão do coronavírus?,"As investigações sobre transmissão do novo coronavírus aindaestão em andamento. Neste momento está estabelecida transmissão por contato comsecreções. A transmissão pode ocorrer de forma continuada, ou seja, uminfectado pelo vírus pode passá-lo para alguém que ainda não foi infectado.A transmissão costuma ocorrer pelo ar ou por contato pessoal comsecreções contaminadas, como:– Gotículas de saliva;– Espirro;– Tosse;– Catarro;– Contato pessoal próximo, como toque ou aperto de mão compessoa infectada;– Contato com objetos ou superfícies contaminadas, seguido decontato com a boca, nariz ou olhos.Alguns vírus são altamente contagiosos, como o sarampo, que étransmitido por aerossol (partículas no ar), com proporção de transmissão deuma para até 18 pessoas, em média. O conhecimento já registrado sobre oscoronavírus indica que eles apresentam transmissão de uma para até trêspessoas."
,O coronavírus pode matar?,"O óbito pode ocorrer em virtude de complicações da infecção,como por exemplo, insuficiências respiratórias."
,Como se prevenir contra o COVID-19?,"As principais orientações são:– Usar máscara e cobrir boca e nariz ao tossir ou espirrar;– Utilizar lenço descartável para higiene nasal;– Evitar tocar mucosas de olhos, nariz e boca;– Não compartilhar objetos de uso pessoal;– Limpar regularmente o ambiente e mantê-lo ventilado;– Lavar as mãos por pelo menos 20 segundos com água e sabão ouusar antisséptico de mãos à base de álcool;– Deslocamentos/viagens não devem ser realizados enquanto apessoa estiver doente;"
,Como é a prevenção contra o coronavírus paraos profissionais de saúde?,"Profissionais de saúde devem utilizar medidas de proteção padrãopara contato e gotículas (máscara cirúrgica, luvas, avental não estéril eóculos de proteção).Para a realização de procedimentos que gerem aerossolização desecreções respiratórias como intubação, aspiração de vias aéreas ou indução deescarro, deverá ser utilizada máscara de precaução por aerossóis tipo N95."
,O que fazer em caso de sintomas?,"Se apresentar sintomas como falta de ar ou desconfortorespiratório, o paciente deve procurar o serviço de saúde mais próximo da suaresidência. O profissional vai avaliar se os sintomas podem indicar algumaprobabilidade de infecção por coronavírus, coletar material para diagnóstico einiciar o tratamento.A infecção apresenta manifestações clínicas parecidas com as deoutros vírus e não existe tratamento específico para infecções por coronavírusaté o momento. Dessa forma, no caso do novo coronavírus é indicado:– Repouso;– Hidratação (ingestão de bastante água e líquidos);– Medidas adotadas para aliviar os sintomas, conforme cada caso,como: uso de medicamento para dor e febre (antitérmicos e analgésicos); uso deumidificador no quarto; tomar banho quente para auxiliar no alívio da dor degarganta e tosse.Pacientes com sintomas mais intensos podem ser hospitalizados. Adefinição compete ao médico responsável pelo caso."
,Qual o tratamento indicado para uma pessoa comCOVID-19?,"Não existe tratamento específico e a orientação médica é baseadano quadro clínico da pessoa. É indicado repouso e consumo de bastante água,além de algumas medidas adotadas para aliviar os sintomas, conforme cada caso,como, por exemplo, uso de medicamento para dor e febre (antitérmicos eanalgésicos), uso de umidificador no quarto ou tomar banho quente para auxiliarno alívio da dor de garganta e tosse.Assim que os primeiros sintomas surgirem, é fundamental procurarajuda médica imediata para que profissionais indiquem o que é apropriado paracada caso. Quadros mais graves podem requerer internação hospitalar."
,Como é feito o diagnóstico do COVID-19?,O diagnóstico é feito com a coleta de materiais respiratórios(aspiração de vias aéreas ou coleta de secreções da boca e nariz). Oprocedimento deve ser realizado para todos os casos suspeitos.
,Qual é a definição de pessoasmonitoradas?,"Pessoas que chegaram de viagem e que são cadastradas pela Vigilância de Saúde do município onde passam a ser monitoradas. O monitoramento consiste em acompanhar o monitorado por 14 dias, seja presencial ou por telefone, no intuito de identificar sintomas ligados a COVID-19. Ao passar 14 dias e a pessoa não desenvolveu sintomas ela sai de monitoramento."
,Por que tanto casos em monitoramento?,"Isso significa que São José do Belmonte está atuante,trabalhando forte para prevenir a disseminação do novo coronavírus nomunicípio."
,Qual é a definição de caso notificado?,"Caso comunicado no sistema de monitoramento do Ministério daSaúde, abastecido diretamente pelas prefeituras."
,Qual é a definição de caso suspeito?,"Podem ser considerados suspeitos os casos de pessoas quetiveramcontato próximo com caso suspeito ou confirmado para COVID-19, nosúltimos 14 dias, e que apresente febre ou algum sintoma respiratório, comotosse, dificuldade para respirar, produção de escarro, congestão nasal, coriza,por exemplo."
,Quanto tempo dura a recuperação de uma pessoacom COVID-19?,"No momento, para os casos mais leves com recomendação deisolamento domiciliar, considera-se o período de 14 dias para monitoramento dossintomas. Depois disso, se os sintomas respiratórios e febre acabarem, a pessoapode voltar à rotina normal."
,Qual é a definição de caso confirmado?,"A confirmação para COVID-19 poderá ser feita a partir docritério laboratorial, com resultado positivo por meio de RT-PCR (sigla eminglês que significa “Reação em cadeia da polimerase”), por laboratórioreconhecido pelo Ministério para diagnóstico da doença.Caso não seja possível a realização da análise, também poderáocorrer confirmação pelo critério clínico-epidemiológico, ou seja, situações emque a pessoa teve contato próximo ou domiciliar com um caso confirmadolaboratorialmente, e que apresentou febre ou pelo menos um sintomarespiratório, no intervalo de 14 dias após o último contato com o infectado."
,O que é o “comunicante” de um caso confirmado?,"Comunicantes próximos são familiares, profissionais de saúde quetenham prestado atendimento desprotegidos e pessoas que possam ter tido contatopróximo com o caso confirmado para COVID-19."
,Existem casos de pessoas infectadas que nãoestão no boletim do município?,"Primeiro é preciso atentar-se aosboatos e fakes News. Segundo, o paciente assintomático (que não possuisintomas) que decidiu fazer o teste rápido por algum motivo e atestou positivo,ele pode ou não procurar a Secretaria de Saúde do município para informar efazer seu tratamento na rede particular. Caso ele não informe, o município sóvai saber quando o caso estiver sido informado pelo laboratório no sistema do Ministérioda Saúde (e-SUS VE). Uma vez lançado no e-SUS VE o município é obrigado por leia divulgar a informação à população."
,"Porque alguns casos confirmados já são,imediatamente, anotados como curados no boletim?","Ter contato com o vírus não significaque o paciente ficará doente e, inclusive, não possuir nenhum sintoma (assintomático).Mas por algum motivo ele resolve fazer o teste rápido e ser testado positivo,porém, curado, pois seu organismo já desenvolveu anticorpos contra o vírus. Anticorpossão glicoproteínas, também chamadas de imunoglobulinas, que possuem comoprincipal função garantir a defesa do organismo."
,Como a pessoa com COVID-19 sabe que estácurada?,"No momento, para os casos mais leves, com recomendação deisolamento domiciliar, é necessário permanecer sob monitoramento por no mínimosete dias, e permanecer isolado até que os sintomas acabem, para evitar atransmissão. Depois disso, pode voltar à rotina."
,Ou através do resultadode testes laboratoriais que é baseado em dois fatores: IgG e IgM. O que issosignifica?,"IgG negativo e IgM negativo:indicam que o paciente nunca entrou em contato com o agente patogênico (agentecausador da doença), ou seja, nunca foi nem vacinado nem contaminado.IgG negativo e IgM positivo:indicam infecção aguda (ou seja, iniciada há dias ou semanas).IgG positivo e IgM negativo:indicam infecção antiga (com meses ou anos) ou que a pessoa foi vacinada e oorganismo teve sucesso na produção de anticorpos.IgG positivo e IgM positivo:infecção recente (semanas ou meses)."
