,perguntas,respostas,,,
390,as distribuidoras de produtos para saude podem comercializar testes para covid-19 para empresas que nao sejam da area da saude e desejem fazer testes em seus funcionarios (como do ramo da construcao civil automobilisticas etc.)?,"As distribuidoras de produtos para saúde apenas podem comercializar os testes para Covid-19 a pessoas jurídicas ou profissionais para o exercício de suas atividades. Assim, por se tratar de produtos para uso profissional, o seu comércio apenas é permitido a pessoas jurídicas cujas atividades são destinadas à prestação de serviços de saúde à população, como laboratórios, hospitais e outros estabelecimentos de saúde, públicos ou privados. Dessa forma, às distribuidoras de produtos para saúde não é permitido comercializar testes para Covid-19 a empresas que não se enquadrem nesta hipótese.",,,
391,farmacias e drogarias podem comercializar testes para covid-19?,"Farmácias e drogarias não podem comercializar/vender testes para Covid-19, pois não são distribuidoras de produtos para saúde e os testes não se destinam a uso leigo. Entretanto, a farmácia ou drogaria devidamente licenciada para a prestação de serviços de assistência à saúde pode utilizar os testes rápidos para Covid-19, mediante responsabilidade técnica e condições sanitárias (de estrutura, processos e pessoas) adequadas, conforme determinado na RDC 377/2020 e nas orientações estabe lecidas na Nota Técnica 96/2020 e na Nota Técnica 97/2020. A disponibilidade dos testes rápidos em farmácias e drogarias dependerá da decisão do estabelecimento de oferecer ou não este serviço de assistência à saúde. A norma da Anvisa não estabelece obrigatoriedade do serviço em questão nessas unidades. Outro fator para a disponibilização é a produção e a entrega dos testes rápidos pela empresa que obteve o registro junto à Agência.",,,
392,"tenho uma empresa que nao e da area da saude (construcao civil, naval ou outra atividade economica). posso realizar os testes rapidos (igm/igg) nos meus funcionarios?","Os testes rápidos, apesar de serem de uso relativamente simples, são de uso profissional e sua execução requer o cumprimento de protocolos e diretrizes técnicas de controle, rastreabilidade e registros. A RDC 302/2005, que dispõe sobre o Regulamento Técnico para Funcionamento de Laboratórios Clínicos, determina, no item 6.2.13 de seu anexo, que a execução dos testes laboratoriais remotos – TLR (point-of-care) e de testes rápidos (IgM/IgG) pode ser realizada próximo ao paciente (nas instalações das empresas, por exemplo) e deve estar vinculada a um laboratório clínico, posto de coleta ou serviço de saúde pública ambulatorial ou hospitalar.",,,
393,"e possivel fazer testes rapidos ""em massa"" em minha empresa/instituicao?","Sim. É recomendada a testagem em massa com testes rápidos (IgM/IgG) em grupos envolvidos em atividades essenciais, tais como profissionais que atuam nas áreas de saúde (hospitais, farmácias, vigilância sanitária etc.), segurança pública, limpeza urbana, de suprimento (postos de combustíveis, supermercados etc.), dentre outras. Nesses casos, é necessário que os testes sejam feitos por profissionais de saúde devidamente habilitados e treinados e que estes estejam vinculados a um laboratório clínico, posto de coleta ou serviço de saúde pública ambulatorial ou hospitalar. Em todos os casos devem ser observadas as instruções de uso do kit diagnóstico e as LIMITAÇÕES dos testes devem ser devidamente consideradas. Testes RT-PCR somente devem ser realizados sob indicação médica.",,,
394,"e possivel fazer testes rapidos ""em massa"" em grupos vulneraveis?","Sim. A testagem em massa com testes rápidos (IgM/IgG) em grupos vulneráveis , como penitenciárias, institutos de longa permanência – ILPs (asilos) etc. somente pode ocorrer sob supervisão e/ou autorização das autoridades de saúde. Deve-se ponderar cuidadosamente a relação de benefícios versus riscos de tal ação. Em todos os casos, as LIMITAÇÕES dos testes devem ser devidamente consideradas. Testes RT-PCR somente devem ser realizados sob indicação médica.",,,
395,o que fazer se eu identificar indicios de irregularidade/falsificacao em testes rapidos?,"Quaisquer indícios de irregularidade/falsificação devem ser imediatamente comunicados à Anvisa (Ouvidoria) ou à autoridade sanitária local. É importante destacar que a Anvisa estabeleceu um amplo e robusto programa de fiscalização e verificação dos produtos disponíveis no mercado, visando a avaliação da conformidade dos produtos aos requisitos mínimos de qualidade, segurança e eficácia.",,,
396,"como faco para comunicar um desvio de qualidade (queixa tecnica), evento adverso ou denuncia anonima de um kit para diagnostico de covid-19?","Para notificação de produtos para diagnóstico de Cov id-19, temos os seguintes links para notificação pelos profissionais: • Notiﬁcação de queixa técnica de produtos para diagnóstico de Covid-19 que têm número de registro, por profissionais de saúde: https://www8.anvisa.gov.br/notivisa/frmlogin.asp • Notiﬁcação de evento adverso de produtos para diagnóstico de Covid-19 que têm número de registro, por pacientes, familiares, acompanhantes e cuidadores: http://www16.anvisa.gov.br/notivisaServicos/cidadao/notificacao/evento-adverso • Os casos suspeitos ou conﬁrmados de evento adverso e de queixa técnica associados aos produtos para diagnóstico de Covid-19 fabricados, importados e adquiridos por força da RDC 356/2020 devem ser notiﬁcados por meio do formulário eletrônico “Notiﬁcação de Evento Adverso e Queixa Técnica (Covid-19) – RDC 356/2020 e RDC 379/2020”, disponível no endereço eletrônico https://pesquisa.anvisa.gov.br/index.php/114757?lang=pt-BR • As denúncias em relação a práticas comerciais fraudulentas, bem como importação ou distribuição irregular, devem ser encaminhadas à Anvisa por meio do Sistema da Ouvidoria. Nesse caso, o notificante pode optar por não se identificar, mantendo o seu anonimato.",,,
397,qual e a diferenca entre o novo coronaviruspara os outros virus?,"A doença provocada pelo novo coronavírus chama-se COVID-19,sigla em inglês para “coronavirusdisease 2019” (doença por coronavírus 2019, em tradução livre).Os primeiros casos foram registrados inicialmente na China, nofinal de 2019. Há registros em outros locais do mundo, com casos de mortes.",,,
398,qual (is) remedio(s) a pessoa com covid-19 devetomar?,"Não existe remédio específico. O tratamento é baseado no quadroclínico da pessoa. É indicado repouso e consumo de bastante água, além dealgumas medidas adotadas para aliviar os sintomas, conforme cada caso, como,por exemplo, uso de medicamento para dor e febre (antitérmicos e analgésicos),uso de umidificador no quarto ou tomar banho quente para auxiliar no alívio dador de garganta e tosse.",,,
399,como e a prevencao contra o coronavirus paraos profissionais de saude?,"Profissionais de saúde devem utilizar medidas de proteção padrãopara contato e gotículas (máscara cirúrgica, luvas, avental não estéril eóculos de proteção).Para a realização de procedimentos que gerem aerossolização desecreções respiratórias como intubação, aspiração de vias aéreas ou indução deescarro, deverá ser utilizada máscara de precaução por aerossóis tipo N95.",,,
400,qual o tratamento indicado para uma pessoa comcovid-19?,"Não existe tratamento específico e a orientação médica é baseadano quadro clínico da pessoa. É indicado repouso e consumo de bastante água,além de algumas medidas adotadas para aliviar os sintomas, conforme cada caso,como, por exemplo, uso de medicamento para dor e febre (antitérmicos eanalgésicos), uso de umidificador no quarto ou tomar banho quente para auxiliarno alívio da dor de garganta e tosse.Assim que os primeiros sintomas surgirem, é fundamental procurarajuda médica imediata para que profissionais indiquem o que é apropriado paracada caso. Quadros mais graves podem requerer internação hospitalar.",,,
401,qual e a definicao de pessoasmonitoradas?,"Pessoas que chegaram de viagem e que são cadastradas pela Vigilância de Saúde do município onde passam a ser monitoradas. O monitoramento consiste em acompanhar o monitorado por 14 dias, seja presencial ou por telefone, no intuito de identificar sintomas ligados a COVID-19. Ao passar 14 dias e a pessoa não desenvolveu sintomas ela sai de monitoramento.",,,
402,por que tanto casos em monitoramento?,"Isso significa que São José do Belmonte está atuante,trabalhando forte para prevenir a disseminação do novo coronavírus nomunicípio.",,,
403,quanto tempo dura a recuperacao de uma pessoacom covid-19?,"No momento, para os casos mais leves com recomendação deisolamento domiciliar, considera-se o período de 14 dias para monitoramento dossintomas. Depois disso, se os sintomas respiratórios e febre acabarem, a pessoapode voltar à rotina normal.",,,
