pergunta,resposta
o que significa uma doença mais grave?,gravidade normalmente significa o impacto que a doença ou condição tem sobre a função corporal.
Corro risco se for a um funeral ou a um serviço de visitação de alguém que morreu de covid-19?,não há atualmente nenhum risco conhecido associado a estar na mesma sala em um funeral ou serviço de visitação com o corpo de alguém que morreu de cobiça.
O que os funcionários da funerária precisam saber sobre como lidar com pessoas falecidas que tiveram covid-19?,Os funcionários da funerária devem seguir suas precauções de rotina de prevenção e controle de infecção ao lidar com um falecido que morreu de cobiça.
qual é a diferença entre limpar e desinfetar?,"a limpeza com água e sabão remove germes, sujeira e impurezas das superfícies. reduz o risco de propagação da infecção. desinfetar mata os germes nas superfícies."
o que é limpeza de rotina?,a limpeza de rotina é a prática de limpeza diária que as empresas e comunidades normalmente usam para manter um ambiente saudável.
com que frequência as instalações devem ser limpas para reduzir a disseminação potencial de covid-19?,"superfícies freqüentemente tocadas por várias pessoas, como maçanetas, superfícies de banheiro e corrimãos, devem ser limpas com água e sabão ou outro detergente pelo menos diariamente quando as instalações estiverem em uso. limpeza e desinfecção mais frequentes podem ser necessárias com base no nível de uso."
A limpeza por si só é eficaz contra o vírus que causa o covid-19?,"a limpeza não mata os germes, mas, ao removê-los, diminui seu número e o risco de propagação de infecções."
quem deve limpar e desinfetar os espaços da comunidade?,a equipe de limpeza regular pode limpar e desinfetar os espaços comunitários.
quanto tempo as empresas precisam fechar para desinfecção após uma exposição?,as empresas não precisam necessariamente fechar após uma pessoa com suspeita ou confirmação confirmada nas instalações da empresa.
quanto tempo antes que outros trabalhadores possam voltar ao trabalho?,os trabalhadores sem contato próximo com a pessoa com covid confirmada ou suspeita podem retornar ao trabalho imediatamente após a desinfecção ser concluída.
Os parques infantis ao ar livre devem ser limpos e desinfetados para prevenir covid-19?,as áreas externas geralmente requerem limpeza de rotina normal e não requerem desinfecção.
os túneis de desinfecção podem ser usados ​​em entradas ou saídas de edifícios para evitar a disseminação de covid-19?,O cdc não recomenda o uso de túneis de higienização.
calçadas e estradas devem ser desinfetadas para prevenir covid-19?,O cdc não recomenda a desinfecção de calçadas ou estradas.
Devo evitar o contato com animais de estimação ou outros animais se estiver doente com covid-19?,"até que aprendamos mais sobre este novo cobiça, você deve restringir o contato com animais de estimação e outros animais enquanto estiver doente de cobiça, assim como faria com as pessoas."
O que devo fazer se meu animal de estimação ficar doente e eu achar que é covid-19?,"Se o seu animal ficar doente após o contato com uma pessoa com covid, não o leve à clínica veterinária."
por que os animais estão sendo testados quando muitas pessoas não podem fazer o teste?,os animais só estão sendo testados em circunstâncias muito raras. testes de rotina em animais não são recomendados neste momento.
A importação de animais e produtos de origem animal é segura?,O CDC não tem nenhuma evidência que sugira que animais ou produtos de origem animal importados representem um risco de disseminação da cobiça nos Estados Unidos.
quais cuidados devem ser tomados com animais importados recentemente de fora dos estados unidos?,"como acontece com qualquer animal introduzido em um novo ambiente, os animais importados recentemente devem ser observados diariamente em busca de sinais de doença. se um animal ficar doente, ele deve ser examinado por um veterinário."
qual é o r0 estimado de covid-19?,"2,2"
qual é a suposição-chave de um modelo hierárquico bayesiano semi-mecanicista usado para covid-19?,cada intervenção tem o mesmo efeito no
qual será o medicamento de escolha para o tratamento de covid-19 entre cloroquina e remdesivir?,"Duas drogas potenciais, cq parece ser a droga de escolha para uso em larga escala devido à sua disponibilidade, histórico de segurança comprovada e um custo relativamente baixo."
o que é importante para compreender a origem e evolução desta nova linhagem b betacovid-19?,"aprender com os papéis da civeta em sars e camelo em mers, caçando a fonte animal do covid e seu vírus mais ancestral"
qual é a relação entre o novo covid-19 e o orf8 conservado?,o novo orf8 covid está distante do orf8 conservado
quantos nucleotídeos o covid-19 bovino contém?,30.847 nucleotídeos
por que não há evidência confiável para apoiar a alegação de que o covid-19 é derivado do vírus quimérico sl shc014 ma15?,"após cuidadosas análises filogenéticas por vários grupos internacionais [5, 14], o covídeo é, sem dúvida, distinto de sl shc014 ma15, com> 6.000 diferenças de nucleotídeos em todo o genoma."
"o que era uma característica dos espécimes sars cov e mers cov coletados do trato respiratório inferior, como escarro e aspirados traqueais?",têm níveis mais elevados e prolongados de rna viral devido ao tropismo do vírus.
qual é o método recomendado para desinfetar pisos para covid-19?,o solo é limpo com 1000mg / l de cloro contendo
a que pertence o orf8 derivado de covid-19?,o grupo que inclui as sequências genômicas mais próximas de sars de morcego relacionadas a cov zxc21 e zc45.
qual é a conclusão dos estudos de vigilância de longo prazo covid-19?,morcegos rhinolophus parecem abrigar uma grande diversidade de covs
que outros testes devem ser considerados para epidemiologia covid-19?,a sorologia deve ser considerada para epidemiologia ambígua.
quais vírus são semelhantes ao covid-19?,conjunto de dados github covid qa
que testes devem ser feitos antes de um paciente infectado com covid-19 ter alta?,"não podemos dar alta a um paciente puramente com base em esfregaços orais negativos, que ainda pode liberar o vírus por via fecal oral. acima de tudo, sugerimos fortemente o uso do teste sorológico igm e igg viral para confirmar uma infecção, considerando os resultados não confiáveis ​​da detecção de swabs orais"
por que a identificação precoce de pacientes com covid-19 pode ser difícil?,a identificação precoce da infecção covídea apresenta um grande desafio
quando descobrimos que covid-19 era um romance covid-19?,26 de janeiro de 20
quando os estados unidos declararam covid-19 uma emergência de saúde pública?,"31 de janeiro de 2020,"
quanto tempo a china levou para construir o hospital temporário em wuhan para pacientes covid-19?,10 dias
que teste poderia dar uma indicação para cuidados especiais para pacientes covid-19?,presença de rna viral fora do trato respiratório pode anunciar a gravidade da doença e alertar a necessidade de cuidados especiais
está o gene orf1ab na extremidade 3 ou 5 do genoma covid-19 bovino?,5 lados
quais são as estatísticas descritivas para o início da morte para covid-19?,"gama distribuída com uma média de 18,8 dias e um"
o que poderia explicar a alta taxa de transmissão do vírus covid-19?,"a análise estrutural intensiva da proteína s de covid com o sars covid sugeriu que vários resíduos críticos na proteína de pico viral podem conferir interação favorável com ace2 humano [7]. digno de nota, o ace2 também está abundantemente presente em humanos no epitélio do intestino delgado, além do trato respiratório, e está presente de forma ubíqua nas células endoteliais [8], o que pode fornecer possíveis rotas de transmissão e pode ser responsável pela alta capacidade de transmissão do vírus recente."
Quando a organização mundial de saúde (que) declarou oficialmente a epidemia de covid-19 como uma emergência de saúde pública de interesse internacional?,30 de janeiro de 20
como a transmissibilidade do covid-19 se compara a outros vírus?,"covid tem transmissibilidade potencialmente mais elevada (r0 1,4 5.5) do que ambos sars cov (r0 [2] [3] [4] [5] e mers cov (r0 1)"
qual é o rna do covid-19?,"29891 nucleotídeos de tamanho, codificando 9860 aminoácidos"
por que é estatisticamente impossível determinar qual intervenção individual teve o maior efeito na redução do número de reprodução de covid-19?,espaçamento próximo das intervenções no tempo
Quando foi que o Who declarou covid-19 como uma emergência de saúde pública de interesse internacional?,30 de janeiro de 20
por que é altamente improvável que ratg13 cov seja a fonte imediata de covid-19?,são distribuídos por todo o genoma em um padrão de ocorrência natural seguindo as características evolutivas típicas de covs
quais genes foram direcionados para os testes de diagnóstico rt pcr em covid-19?,genes e e rdrp
